Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
4080.ukbb.sumstats.gz,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_parents_age_death.tab.sumstats.gz,-0.298,0.064,-4.652,3.28E-06,0.03,0.007,1.016,0.007,-0.028,0.006
4080.ukbb.sumstats.gz,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_top_1_percent.tab.sumstats.gz,NA,NA,NA,NA,-0.001,0.006,1.036,0.007,-0.007,0.005
4080.ukbb.sumstats.gz,S09.ukbb.sumstats.gz,0.109,0.077,1.422,0.155,0.004,0.001,0.995,0.006,-0.009,0.006
4080.ukbb.sumstats.gz,S52.ukbb.sumstats.gz,-0.162,0.069,-2.35,0.019,0.006,0.002,0.999,0.007,0.02,0.007
4080.ukbb.sumstats.gz,S66.ukbb.sumstats.gz,-0.002,0.098,-0.022,0.982,0.002,0.001,1,0.007,0.016,0.006
4080.ukbb.sumstats.gz,S76.ukbb.sumstats.gz,-0.148,0.118,-1.253,0.21,0.002,0.001,0.998,0.006,0.012,0.005
4080.ukbb.sumstats.gz,Saturation_Benyamin_NatCom_2014_Replication.txt.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,Saturation_Benyamin_NatCom_2014.txt.tab.sumstats.gz,-0.08,0.097,-0.823,0.411,0.131,0.099,1.01,0.023,0.006,0.008
4080.ukbb.sumstats.gz,SCF_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.068,0.056,1.021,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,SCGFb_noBMI.data.eaf.tab.sumstats.gz,0.367,0.234,1.568,0.117,0.115,0.123,1.008,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,SDF1a_noBMI.data.eaf.tab.sumstats.gz,-0.271,0.935,-0.29,0.772,0.027,0.069,0.994,0.007,0.005,0.006
4080.ukbb.sumstats.gz,Se_ALSPAC_autosomes.txt.tab.sumstats.gz,-0.143,0.115,-1.239,0.215,0.229,0.178,1.008,0.007,0.001,0.006
4080.ukbb.sumstats.gz,Se_QIMR_autosomes.txt.tab.sumstats.gz,-0.195,0.177,-1.106,0.269,0.144,0.172,1.003,0.007,0.011,0.006
4080.ukbb.sumstats.gz,SHR.FEMALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,0.064,0.056,1.132,0.258,0.18,0.042,0.994,0.008,0.001,0.007
4080.ukbb.sumstats.gz,SHR.INVNORMAL.AfricanAmericans.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.018,0.093,1.003,0.007,-0.014,0.005
4080.ukbb.sumstats.gz,SHR.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,0.067,0.041,1.651,0.099,0.223,0.028,0.98,0.008,-0.004,0.007
4080.ukbb.sumstats.gz,SHR.MALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,0.078,0.058,1.342,0.179,0.302,0.056,0.982,0.008,-0.007,0.007
4080.ukbb.sumstats.gz,SkBmd-Kemp-2014-All.txt.gz.tab.sumstats.gz,-0.062,0.04,-1.539,0.124,0.398,0.073,0.965,0.007,0.01,0.006
4080.ukbb.sumstats.gz,SkBmd-Kemp-2014-Ceu.txt.gz.tab.sumstats.gz,-0.086,0.045,-1.912,0.056,0.425,0.086,0.976,0.007,0.01,0.006
4080.ukbb.sumstats.gz,Sleep_Duration_SIN_BOLT.output_plus.metrics_MAF0.001_HWE1E-5_qual0.4.txt.gz.tab.sumstats.gz,0.006,0.043,0.146,0.884,0.056,0.005,1.02,0.007,-0.021,0.007
4080.ukbb.sumstats.gz,SNP_gwas_mc_merge_nogc.tbl.uniq.gz.tab.sumstats.gz,0.111,0.022,5.109,3.23E-07,0.14,0.008,0.644,0.01,0.002,0.006
4080.ukbb.sumstats.gz,SpiroMeta_1000G_FEV1_50Neff_filt_full_results_fm.txt.gz.tab.sumstats.gz,-0.103,0.037,-2.766,0.006,0.143,0.017,0.991,0.007,-0.009,0.006
4080.ukbb.sumstats.gz,SpiroMeta_1000G_FEV1overFVC_50Neff_filt_full_results_fm.txt.gz.tab.sumstats.gz,-0.037,0.048,-0.764,0.445,0.113,0.015,0.983,0.007,-0.005,0.007
4080.ukbb.sumstats.gz,SpiroMeta_1000G_FVC_50Neff_filt_full_results_fm.txt.gz.tab.sumstats.gz,-0.09,0.037,-2.452,0.014,0.145,0.016,0.987,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,SSGAC_College_Rietveld2013_publicrelease.txt.gz.tab.sumstats.gz,-0.196,0.029,-6.794,1.09E-11,0.08,0.006,1.021,0.009,-0.001,0.007
4080.ukbb.sumstats.gz,SSGAC_EduYears_Rietveld2013_publicrelease.txt.gz.tab.sumstats.gz,-0.237,0.032,-7.401,1.36E-13,0.085,0.006,1.019,0.009,0.007,0.007
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_AcAce.txt.tab.sumstats.gz,-0.057,0.066,-0.867,0.386,0.074,0.029,0.98,0.007,0.007,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Ace.txt.tab.sumstats.gz,-0.244,0.087,-2.819,0.005,0.05,0.02,1.003,0.007,0.007,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Ala.txt.tab.sumstats.gz,0.046,0.054,0.838,0.402,0.089,0.028,1.01,0.007,0,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Alb.txt.tab.sumstats.gz,0.086,0.076,1.125,0.261,0.065,0.025,0.988,0.007,0.006,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_ApoA1.txt.tab.sumstats.gz,-0.125,0.073,-1.716,0.086,0.081,0.031,1.002,0.012,0.008,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_ApoB.txt.tab.sumstats.gz,0.114,0.062,1.823,0.068,0.086,0.038,1.007,0.013,0.006,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Bis.DB.ratio.txt.tab.sumstats.gz,-0.021,0.04,-0.522,0.602,0.288,0.106,0.978,0.009,-0.011,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Bis.FA.ratio.txt.tab.sumstats.gz,-0.053,0.045,-1.18,0.238,0.27,0.095,0.986,0.008,-0.007,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_bOHBut.txt.tab.sumstats.gz,0.048,0.081,0.592,0.554,0.035,0.02,0.995,0.006,0,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_CH2.DB.ratio.txt.tab.sumstats.gz,0.049,0.051,0.956,0.339,0.201,0.078,0.995,0.008,0.007,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_CH2.in.FA.txt.tab.sumstats.gz,0.116,0.111,1.046,0.295,0.057,0.041,1.014,0.007,0.006,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Cit.txt.tab.sumstats.gz,-0.037,0.068,-0.549,0.583,0.071,0.021,1.012,0.008,0.005,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Crea.txt.tab.sumstats.gz,-0.09,0.051,-1.775,0.076,0.114,0.025,1.013,0.008,0.007,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_DB.in.FA.txt.tab.sumstats.gz,-0.029,0.053,-0.544,0.587,0.172,0.054,1.001,0.008,-0.006,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_DHA.txt.tab.sumstats.gz,0.018,0.063,0.295,0.768,0.123,0.038,0.997,0.007,-0.005,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Est.C.txt.tab.sumstats.gz,-0.001,0.087,-0.01,0.992,0.063,0.049,1.012,0.012,0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_FALen.txt.tab.sumstats.gz,-0.045,0.061,-0.725,0.468,0.093,0.034,0.985,0.007,-0.001,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_FAw3.txt.tab.sumstats.gz,0.104,0.052,1.999,0.046,0.152,0.04,0.991,0.008,-0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_FAw6.txt.tab.sumstats.gz,-0.037,0.081,-0.456,0.649,0.065,0.047,1.017,0.009,0.014,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_FAw79S.txt.tab.sumstats.gz,0.1,0.069,1.448,0.148,0.093,0.045,0.994,0.008,0.007,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Free.C.txt.tab.sumstats.gz,-0.036,0.085,-0.423,0.672,0.069,0.043,1.023,0.011,0.01,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Glc.txt.tab.sumstats.gz,0.062,0.056,1.11,0.267,0.085,0.022,0.997,0.007,0.007,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Gln.txt.tab.sumstats.gz,-0.225,0.075,-2.998,0.003,0.064,0.022,1.018,0.007,0.001,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Glol.txt.tab.sumstats.gz,0.275,0.135,2.041,0.041,0.033,0.021,1.015,0.007,0.004,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Gly.txt.tab.sumstats.gz,0.042,0.055,0.772,0.44,0.199,0.113,1.001,0.008,-0.008,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Gp.txt.tab.sumstats.gz,0.212,0.06,3.514,0,0.104,0.03,0.984,0.007,0.001,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_HDL.C.txt.tab.sumstats.gz,-0.128,0.062,-2.066,0.039,0.095,0.029,1.005,0.013,0.003,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_HDL.D.txt.tab.sumstats.gz,-0.155,0.057,-2.698,0.007,0.125,0.03,1.006,0.02,0.002,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_His.txt.tab.sumstats.gz,-0.192,0.117,-1.645,0.1,0.035,0.024,1.004,0.008,0.012,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_IDL.C.txt.tab.sumstats.gz,0.03,0.068,0.445,0.656,0.078,0.04,1.016,0.017,0.012,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_IDL.FC.txt.tab.sumstats.gz,-0.005,0.064,-0.071,0.943,0.076,0.036,1.018,0.018,0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_IDL.L.txt.tab.sumstats.gz,0.037,0.064,0.579,0.563,0.082,0.04,1.016,0.017,0.012,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_IDL.PL.txt.tab.sumstats.gz,0.025,0.064,0.394,0.693,0.069,0.038,1.017,0.017,0.012,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_IDL.P.txt.tab.sumstats.gz,0.044,0.063,0.702,0.483,0.083,0.039,1.015,0.016,0.012,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_IDL.TG.txt.tab.sumstats.gz,0.089,0.052,1.697,0.09,0.113,0.034,1.008,0.015,0.009,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Ile.txt.tab.sumstats.gz,0.117,0.066,1.77,0.077,0.068,0.024,0.997,0.007,0.001,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Lac.txt.tab.sumstats.gz,0.298,0.168,1.773,0.076,0.022,0.019,1.013,0.007,0.005,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_LA.txt.tab.sumstats.gz,-0.039,0.06,-0.649,0.516,0.126,0.048,1.003,0.01,0.015,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_LDL.C.txt.tab.sumstats.gz,0.082,0.068,1.208,0.227,0.075,0.044,1.011,0.02,0.009,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_LDL.D.txt.tab.sumstats.gz,-0.128,0.088,-1.453,0.146,0.053,0.027,0.999,0.013,0.002,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Leu.txt.tab.sumstats.gz,0.09,0.083,1.084,0.279,0.044,0.021,1.011,0.007,0.005,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.CE.txt.tab.sumstats.gz,-0.162,0.058,-2.803,0.005,0.126,0.031,0.999,0.015,0.001,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.C.txt.tab.sumstats.gz,-0.155,0.061,-2.547,0.011,0.106,0.029,1.006,0.015,0,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.FC.txt.tab.sumstats.gz,-0.164,0.058,-2.819,0.005,0.107,0.029,1.007,0.015,0,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.L.txt.tab.sumstats.gz,-0.167,0.054,-3.087,0.002,0.135,0.031,0.999,0.015,0.003,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.PL.txt.tab.sumstats.gz,-0.171,0.053,-3.204,0.001,0.132,0.031,0.996,0.014,0.004,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.P.txt.tab.sumstats.gz,-0.167,0.053,-3.128,0.002,0.137,0.031,0.997,0.016,0.003,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.CE.txt.tab.sumstats.gz,0.062,0.066,0.935,0.35,0.084,0.044,1.009,0.019,0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.C.txt.tab.sumstats.gz,0.046,0.069,0.675,0.499,0.071,0.041,1.012,0.019,0.01,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.FC.txt.tab.sumstats.gz,0.021,0.069,0.306,0.759,0.071,0.042,1.014,0.02,0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.L.txt.tab.sumstats.gz,0.061,0.065,0.93,0.352,0.084,0.045,1.011,0.019,0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.PL.txt.tab.sumstats.gz,0.049,0.067,0.728,0.467,0.07,0.039,1.014,0.018,0.01,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.P.txt.tab.sumstats.gz,0.066,0.065,1.015,0.31,0.085,0.044,1.012,0.018,0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.CE.txt.tab.sumstats.gz,0.121,0.047,2.554,0.011,0.174,0.034,0.973,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.C.txt.tab.sumstats.gz,0.084,0.049,1.736,0.083,0.124,0.03,0.988,0.007,0.001,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.FC.txt.tab.sumstats.gz,0.072,0.047,1.525,0.127,0.13,0.03,0.985,0.007,0.001,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.L.txt.tab.sumstats.gz,0.131,0.048,2.699,0.007,0.151,0.03,0.981,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.PL.txt.tab.sumstats.gz,0.121,0.051,2.367,0.018,0.125,0.031,0.985,0.007,-0.001,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.P.txt.tab.sumstats.gz,0.104,0.05,2.074,0.038,0.144,0.035,0.969,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.TG.txt.tab.sumstats.gz,0.124,0.05,2.461,0.014,0.122,0.029,0.984,0.007,-0.003,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.CE.txt.tab.sumstats.gz,-0.149,0.093,-1.603,0.109,0.053,0.029,1.001,0.009,4.37E-05,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.C.txt.tab.sumstats.gz,-0.111,0.081,-1.359,0.174,0.055,0.026,0.999,0.009,-0.001,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.FC.txt.tab.sumstats.gz,-0.119,0.067,-1.768,0.077,0.072,0.024,0.995,0.008,0.003,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.L.txt.tab.sumstats.gz,-0.12,0.078,-1.538,0.124,0.063,0.027,0.995,0.008,0.003,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.PL.txt.tab.sumstats.gz,-0.081,0.065,-1.247,0.212,0.073,0.025,0.992,0.008,0.003,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.P.txt.tab.sumstats.gz,-0.101,0.073,-1.394,0.163,0.069,0.027,0.993,0.008,0.004,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.LDL.CE.txt.tab.sumstats.gz,0.069,0.064,1.082,0.279,0.088,0.044,1.007,0.018,0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.LDL.C.txt.tab.sumstats.gz,0.076,0.067,1.134,0.257,0.076,0.041,1.01,0.019,0.009,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.LDL.L.txt.tab.sumstats.gz,0.073,0.064,1.142,0.253,0.089,0.044,1.007,0.018,0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.LDL.PL.txt.tab.sumstats.gz,0.07,0.064,1.102,0.27,0.079,0.038,1.006,0.017,0.01,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.LDL.P.txt.tab.sumstats.gz,0.074,0.064,1.166,0.244,0.088,0.043,1.008,0.017,0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_MUFA.txt.tab.sumstats.gz,0.123,0.062,1.984,0.047,0.119,0.044,0.984,0.008,0.006,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.CE.txt.tab.sumstats.gz,0.107,0.047,2.262,0.024,0.153,0.037,0.985,0.008,0.002,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.C.txt.tab.sumstats.gz,0.105,0.049,2.115,0.034,0.127,0.034,0.99,0.008,0.002,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.FC.txt.tab.sumstats.gz,0.104,0.051,2.04,0.041,0.116,0.033,0.993,0.007,0.002,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.L.txt.tab.sumstats.gz,0.122,0.049,2.489,0.013,0.147,0.034,0.982,0.007,0,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.PL.txt.tab.sumstats.gz,0.11,0.052,2.106,0.035,0.117,0.033,0.994,0.007,0.002,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.P.txt.tab.sumstats.gz,0.102,0.049,2.066,0.039,0.157,0.035,0.978,0.007,0,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.TG.txt.tab.sumstats.gz,0.118,0.056,2.091,0.036,0.104,0.031,0.995,0.007,0,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_otPUFA.txt.tab.sumstats.gz,0.086,0.069,1.258,0.209,0.152,0.094,1.015,0.013,-0.004,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_PC.txt.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Phe.txt.tab.sumstats.gz,0.112,0.071,1.589,0.112,0.059,0.023,1.003,0.007,0.005,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Pyr.txt.tab.sumstats.gz,0.225,0.099,2.269,0.023,0.034,0.021,1.014,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Serum.C.txt.tab.sumstats.gz,0.018,0.067,0.273,0.785,0.071,0.036,1.019,0.014,0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Serum.TG.txt.tab.sumstats.gz,0.122,0.047,2.575,0.01,0.133,0.036,0.988,0.008,0.004,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.HDL.L.txt.tab.sumstats.gz,0.039,0.082,0.474,0.636,0.06,0.026,0.999,0.007,0.008,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.HDL.P.txt.tab.sumstats.gz,0.031,0.091,0.34,0.734,0.052,0.027,0.999,0.008,0.006,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.HDL.TG.txt.tab.sumstats.gz,0.135,0.069,1.959,0.05,0.072,0.027,0.996,0.008,0.008,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.LDL.C.txt.tab.sumstats.gz,0.11,0.067,1.638,0.101,0.075,0.04,1.014,0.017,0.008,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.LDL.L.txt.tab.sumstats.gz,0.078,0.061,1.289,0.197,0.093,0.041,1.006,0.016,0.01,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.LDL.P.txt.tab.sumstats.gz,0.076,0.058,1.304,0.192,0.101,0.04,1.005,0.014,0.01,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_SM.txt.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.C.txt.tab.sumstats.gz,0.135,0.062,2.189,0.029,0.086,0.03,1.006,0.009,0.003,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.FC.txt.tab.sumstats.gz,0.122,0.055,2.208,0.027,0.109,0.033,1,0.009,0.003,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.L.txt.tab.sumstats.gz,0.126,0.05,2.503,0.012,0.144,0.036,0.991,0.008,0.004,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.PL.txt.tab.sumstats.gz,0.119,0.054,2.214,0.027,0.115,0.034,0.998,0.009,0.004,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.P.txt.tab.sumstats.gz,0.126,0.049,2.592,0.01,0.152,0.036,0.989,0.008,0.003,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.TG.txt.tab.sumstats.gz,0.14,0.053,2.616,0.009,0.123,0.035,0.992,0.008,0.001,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Tot.FA.txt.tab.sumstats.gz,0.063,0.071,0.894,0.371,0.085,0.048,1.004,0.009,0.01,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_TotPG.txt.tab.sumstats.gz,-0.116,0.327,-0.355,0.722,0.015,0.042,1.009,0.009,0.011,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Tyr.txt.tab.sumstats.gz,0.054,0.061,0.896,0.37,0.074,0.03,1,0.007,0.005,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Urea.txt.tab.sumstats.gz,-0.064,0.166,-0.385,0.7,0.017,0.021,0.996,0.006,0.009,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_Val.txt.tab.sumstats.gz,0.052,0.078,0.666,0.506,0.056,0.02,1.018,0.008,0.007,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_VLDL.D.txt.tab.sumstats.gz,0.088,0.051,1.716,0.086,0.143,0.035,0.987,0.009,-7.66E-05,0.005
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.CE.txt.tab.sumstats.gz,-0.062,0.095,-0.649,0.516,0.046,0.028,1.013,0.012,-0.002,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.C.txt.tab.sumstats.gz,-0.06,0.103,-0.578,0.563,0.036,0.024,1.012,0.012,-0.003,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.FC.txt.tab.sumstats.gz,-0.101,0.086,-1.174,0.24,0.049,0.026,1.014,0.014,-0.002,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.L.txt.tab.sumstats.gz,-0.089,0.081,-1.101,0.271,0.066,0.029,1.014,0.015,-0.002,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.PL.txt.tab.sumstats.gz,-0.122,0.064,-1.895,0.058,0.096,0.03,1.005,0.017,3.32E-05,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.P.txt.tab.sumstats.gz,-0.052,0.077,-0.68,0.496,0.068,0.028,1.001,0.015,-0.004,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.TG.txt.tab.sumstats.gz,-0.063,0.056,-1.128,0.259,0.091,0.026,1.013,0.028,0.006,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XL.VLDL.L.txt.tab.sumstats.gz,0.069,0.047,1.463,0.144,0.146,0.03,0.975,0.007,0.001,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XL.VLDL.PL.txt.tab.sumstats.gz,0.079,0.051,1.547,0.122,0.113,0.028,0.982,0.007,0.002,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XL.VLDL.P.txt.tab.sumstats.gz,0.11,0.051,2.148,0.032,0.133,0.03,0.98,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XL.VLDL.TG.txt.tab.sumstats.gz,0.068,0.047,1.433,0.152,0.127,0.029,0.977,0.007,0.001,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XS.VLDL.L.txt.tab.sumstats.gz,0.053,0.055,0.959,0.337,0.107,0.036,1.009,0.013,0.01,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XS.VLDL.PL.txt.tab.sumstats.gz,0.038,0.06,0.631,0.528,0.09,0.036,1.013,0.015,0.01,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XS.VLDL.P.txt.tab.sumstats.gz,0.054,0.053,1.007,0.314,0.117,0.035,1.004,0.012,0.011,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XS.VLDL.TG.txt.tab.sumstats.gz,0.106,0.049,2.168,0.03,0.143,0.036,0.996,0.01,0.006,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XXL.VLDL.L.txt.tab.sumstats.gz,0.067,0.054,1.237,0.216,0.131,0.028,0.985,0.007,0.002,0.006
4080.ukbb.sumstats.gz,Summary_statistics_MAGNETIC_XXL.VLDL.PL.txt.tab.sumstats.gz,0.05,0.055,0.92,0.358,0.104,0.027,0.982,0.007,0.003,0.006
