Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
cad.add.160614.website.txt.tab.sumstats.gz,SHR.MALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,-0.001,0.069,-0.012,0.99,0.293,0.061,0.983,0.008,0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,SkBmd-Kemp-2014-All.txt.gz.tab.sumstats.gz,0.014,0.056,0.255,0.798,0.388,0.07,0.966,0.007,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,SkBmd-Kemp-2014-Ceu.txt.gz.tab.sumstats.gz,-0.038,0.059,-0.643,0.52,0.414,0.084,0.977,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Sleep_Duration_SIN_BOLT.output_plus.metrics_MAF0.001_HWE1E-5_qual0.4.txt.gz.tab.sumstats.gz,-0.024,0.048,-0.508,0.611,0.055,0.005,1.02,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,SNP_gwas_mc_merge_nogc.tbl.uniq.gz.tab.sumstats.gz,0.206,0.027,7.531,5.04E-14,0.138,0.008,0.647,0.01,0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,SpiroMeta_1000G_FEV1_50Neff_filt_full_results_fm.txt.gz.tab.sumstats.gz,-0.145,0.05,-2.931,0.003,0.14,0.016,0.992,0.007,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,SpiroMeta_1000G_FEV1overFVC_50Neff_filt_full_results_fm.txt.gz.tab.sumstats.gz,-0.049,0.055,-0.897,0.37,0.113,0.015,0.982,0.007,0.01,0.004
cad.add.160614.website.txt.tab.sumstats.gz,SpiroMeta_1000G_FVC_50Neff_filt_full_results_fm.txt.gz.tab.sumstats.gz,-0.14,0.047,-2.945,0.003,0.146,0.015,0.986,0.007,-1.85E-05,0.004
cad.add.160614.website.txt.tab.sumstats.gz,SSGAC_College_Rietveld2013_publicrelease.txt.gz.tab.sumstats.gz,-0.279,0.043,-6.528,6.66E-11,0.079,0.006,1.021,0.009,-0.004,0.006
cad.add.160614.website.txt.tab.sumstats.gz,SSGAC_EduYears_Rietveld2013_publicrelease.txt.gz.tab.sumstats.gz,-0.324,0.046,-7.025,2.14E-12,0.084,0.006,1.019,0.009,-0.003,0.006
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_AcAce.txt.tab.sumstats.gz,0.092,0.089,1.039,0.299,0.076,0.028,0.979,0.007,-0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Ace.txt.tab.sumstats.gz,-0.131,0.097,-1.348,0.178,0.059,0.019,1,0.007,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Ala.txt.tab.sumstats.gz,0.1,0.072,1.387,0.166,0.087,0.027,1.011,0.007,0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Alb.txt.tab.sumstats.gz,0.194,0.097,2.008,0.045,0.06,0.024,0.989,0.007,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_ApoA1.txt.tab.sumstats.gz,-0.023,0.086,-0.264,0.792,0.08,0.031,1.002,0.011,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_ApoB.txt.tab.sumstats.gz,0.451,0.108,4.158,3.21E-05,0.083,0.039,1.008,0.014,0.005,0.006
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Bis.DB.ratio.txt.tab.sumstats.gz,-0.191,0.08,-2.393,0.017,0.298,0.108,0.976,0.009,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Bis.FA.ratio.txt.tab.sumstats.gz,-0.158,0.073,-2.151,0.031,0.275,0.095,0.985,0.008,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_bOHBut.txt.tab.sumstats.gz,0.124,0.118,1.048,0.295,0.035,0.02,0.996,0.006,-0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_CH2.DB.ratio.txt.tab.sumstats.gz,0.135,0.081,1.67,0.095,0.203,0.078,0.995,0.008,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_CH2.in.FA.txt.tab.sumstats.gz,0.121,0.122,0.99,0.322,0.06,0.041,1.013,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Cit.txt.tab.sumstats.gz,-0.049,0.08,-0.613,0.54,0.068,0.021,1.014,0.008,-0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Crea.txt.tab.sumstats.gz,0.021,0.062,0.337,0.736,0.114,0.025,1.012,0.007,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_DB.in.FA.txt.tab.sumstats.gz,-0.121,0.076,-1.582,0.114,0.172,0.053,1.001,0.008,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_DHA.txt.tab.sumstats.gz,0.082,0.08,1.027,0.304,0.132,0.036,0.995,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Est.C.txt.tab.sumstats.gz,0.341,0.154,2.213,0.027,0.063,0.049,1.012,0.012,0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_FALen.txt.tab.sumstats.gz,-0.108,0.092,-1.175,0.24,0.095,0.034,0.985,0.007,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_FAw3.txt.tab.sumstats.gz,0.14,0.072,1.928,0.054,0.156,0.041,0.99,0.007,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_FAw6.txt.tab.sumstats.gz,0.216,0.121,1.783,0.075,0.068,0.044,1.016,0.009,0.013,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_FAw79S.txt.tab.sumstats.gz,0.392,0.13,3.013,0.003,0.079,0.042,0.998,0.008,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Free.C.txt.tab.sumstats.gz,0.273,0.13,2.1,0.036,0.07,0.042,1.023,0.011,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Glc.txt.tab.sumstats.gz,0.136,0.074,1.829,0.067,0.083,0.021,0.998,0.007,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Gln.txt.tab.sumstats.gz,-0.194,0.098,-1.989,0.047,0.064,0.021,1.018,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Glol.txt.tab.sumstats.gz,0.46,0.202,2.277,0.023,0.031,0.021,1.015,0.006,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Gly.txt.tab.sumstats.gz,-0.131,0.057,-2.294,0.022,0.216,0.115,0.996,0.008,0.01,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Gp.txt.tab.sumstats.gz,0.253,0.082,3.068,0.002,0.103,0.029,0.984,0.006,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_HDL.C.txt.tab.sumstats.gz,-0.155,0.069,-2.254,0.024,0.096,0.028,1.006,0.012,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_HDL.D.txt.tab.sumstats.gz,-0.31,0.068,-4.589,4.45E-06,0.126,0.03,1.005,0.018,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_His.txt.tab.sumstats.gz,0.055,0.133,0.414,0.679,0.037,0.024,1.003,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_IDL.C.txt.tab.sumstats.gz,0.365,0.119,3.069,0.002,0.076,0.045,1.016,0.019,0.008,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_IDL.FC.txt.tab.sumstats.gz,0.322,0.108,2.99,0.003,0.076,0.04,1.018,0.019,0.01,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_IDL.L.txt.tab.sumstats.gz,0.395,0.116,3.396,0.001,0.078,0.043,1.017,0.018,0.009,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_IDL.PL.txt.tab.sumstats.gz,0.411,0.129,3.199,0.001,0.065,0.041,1.019,0.019,0.01,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_IDL.P.txt.tab.sumstats.gz,0.412,0.115,3.582,0,0.08,0.042,1.016,0.018,0.009,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_IDL.TG.txt.tab.sumstats.gz,0.399,0.083,4.787,1.69E-06,0.109,0.034,1.01,0.015,0.007,0.006
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Ile.txt.tab.sumstats.gz,0.287,0.075,3.849,0,0.071,0.023,0.995,0.007,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Lac.txt.tab.sumstats.gz,0.337,0.167,2.019,0.043,0.027,0.018,1.01,0.006,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_LA.txt.tab.sumstats.gz,0.145,0.083,1.747,0.081,0.13,0.048,1.002,0.01,0.013,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_LDL.C.txt.tab.sumstats.gz,0.453,0.136,3.323,0.001,0.071,0.049,1.012,0.023,0.005,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_LDL.D.txt.tab.sumstats.gz,-0.115,0.116,-0.997,0.319,0.047,0.027,1.001,0.012,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Leu.txt.tab.sumstats.gz,0.312,0.107,2.924,0.003,0.048,0.021,1.008,0.007,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.CE.txt.tab.sumstats.gz,-0.293,0.066,-4.408,1.04E-05,0.125,0.031,1,0.014,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.C.txt.tab.sumstats.gz,-0.303,0.069,-4.397,1.10E-05,0.106,0.029,1.006,0.014,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.FC.txt.tab.sumstats.gz,-0.302,0.069,-4.387,1.15E-05,0.106,0.028,1.008,0.014,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.L.txt.tab.sumstats.gz,-0.257,0.062,-4.146,3.39E-05,0.133,0.031,0.999,0.014,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.PL.txt.tab.sumstats.gz,-0.23,0.061,-3.759,0,0.13,0.03,0.997,0.014,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.HDL.P.txt.tab.sumstats.gz,-0.241,0.061,-3.97,7.18E-05,0.135,0.03,0.998,0.015,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.CE.txt.tab.sumstats.gz,0.398,0.123,3.244,0.001,0.081,0.049,1.01,0.021,0.006,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.C.txt.tab.sumstats.gz,0.404,0.127,3.18,0.001,0.069,0.045,1.013,0.022,0.007,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.FC.txt.tab.sumstats.gz,0.39,0.127,3.078,0.002,0.068,0.047,1.015,0.023,0.007,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.L.txt.tab.sumstats.gz,0.416,0.125,3.334,0.001,0.08,0.05,1.012,0.021,0.007,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.PL.txt.tab.sumstats.gz,0.431,0.131,3.296,0.001,0.066,0.043,1.016,0.021,0.008,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.LDL.P.txt.tab.sumstats.gz,0.424,0.124,3.426,0.001,0.08,0.049,1.014,0.021,0.007,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.CE.txt.tab.sumstats.gz,0.198,0.056,3.566,0,0.164,0.034,0.978,0.007,0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.C.txt.tab.sumstats.gz,0.235,0.063,3.745,0,0.117,0.028,0.991,0.007,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.FC.txt.tab.sumstats.gz,0.236,0.064,3.675,0,0.122,0.029,0.989,0.007,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.L.txt.tab.sumstats.gz,0.217,0.065,3.35,0.001,0.137,0.03,0.986,0.006,0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.PL.txt.tab.sumstats.gz,0.263,0.068,3.872,0,0.115,0.03,0.99,0.006,0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.P.txt.tab.sumstats.gz,0.231,0.068,3.381,0.001,0.129,0.034,0.975,0.007,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_L.VLDL.TG.txt.tab.sumstats.gz,0.247,0.07,3.532,0,0.11,0.028,0.989,0.006,0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.CE.txt.tab.sumstats.gz,-0.16,0.106,-1.512,0.131,0.052,0.028,1.001,0.009,-0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.C.txt.tab.sumstats.gz,-0.102,0.098,-1.037,0.3,0.054,0.024,0.999,0.009,-0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.FC.txt.tab.sumstats.gz,0.008,0.086,0.095,0.924,0.069,0.023,0.997,0.008,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.L.txt.tab.sumstats.gz,-0.015,0.096,-0.153,0.878,0.06,0.026,0.996,0.008,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.PL.txt.tab.sumstats.gz,0.031,0.085,0.367,0.714,0.068,0.023,0.994,0.008,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.HDL.P.txt.tab.sumstats.gz,0.034,0.094,0.359,0.719,0.064,0.025,0.995,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.LDL.CE.txt.tab.sumstats.gz,0.406,0.119,3.412,0.001,0.085,0.048,1.008,0.02,0.006,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.LDL.C.txt.tab.sumstats.gz,0.434,0.126,3.453,0.001,0.072,0.045,1.011,0.021,0.004,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.LDL.L.txt.tab.sumstats.gz,0.419,0.118,3.537,0,0.086,0.048,1.008,0.02,0.006,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.LDL.PL.txt.tab.sumstats.gz,0.442,0.119,3.722,0,0.073,0.042,1.008,0.019,0.005,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.LDL.P.txt.tab.sumstats.gz,0.426,0.121,3.537,0,0.084,0.047,1.01,0.019,0.006,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_MUFA.txt.tab.sumstats.gz,0.405,0.112,3.606,0,0.096,0.041,0.99,0.008,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.CE.txt.tab.sumstats.gz,0.267,0.061,4.366,1.26E-05,0.148,0.037,0.987,0.008,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.C.txt.tab.sumstats.gz,0.273,0.065,4.177,2.96E-05,0.122,0.035,0.993,0.007,0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.FC.txt.tab.sumstats.gz,0.288,0.069,4.174,2.99E-05,0.108,0.033,0.997,0.007,0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.L.txt.tab.sumstats.gz,0.288,0.061,4.741,2.13E-06,0.136,0.034,0.987,0.007,0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.PL.txt.tab.sumstats.gz,0.312,0.069,4.533,5.82E-06,0.109,0.033,0.997,0.007,0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.P.txt.tab.sumstats.gz,0.257,0.059,4.359,1.30E-05,0.146,0.035,0.982,0.007,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_M.VLDL.TG.txt.tab.sumstats.gz,0.322,0.076,4.207,2.59E-05,0.096,0.03,0.999,0.006,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_otPUFA.txt.tab.sumstats.gz,0.157,0.104,1.503,0.133,0.162,0.1,1.013,0.012,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_PC.txt.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Phe.txt.tab.sumstats.gz,0.392,0.097,4.054,5.03E-05,0.058,0.021,1.003,0.007,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Pyr.txt.tab.sumstats.gz,0.261,0.121,2.149,0.032,0.036,0.02,1.012,0.006,0.009,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Serum.C.txt.tab.sumstats.gz,0.324,0.117,2.777,0.005,0.069,0.036,1.02,0.015,0.007,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Serum.TG.txt.tab.sumstats.gz,0.348,0.067,5.193,2.07E-07,0.123,0.035,0.993,0.007,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.HDL.L.txt.tab.sumstats.gz,0.365,0.12,3.045,0.002,0.056,0.026,1.001,0.007,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.HDL.P.txt.tab.sumstats.gz,0.359,0.141,2.551,0.011,0.047,0.026,1.001,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.HDL.TG.txt.tab.sumstats.gz,0.46,0.113,4.085,4.40E-05,0.064,0.027,0.999,0.008,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.LDL.C.txt.tab.sumstats.gz,0.435,0.129,3.384,0.001,0.073,0.043,1.015,0.018,0.005,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.LDL.L.txt.tab.sumstats.gz,0.402,0.108,3.707,0,0.09,0.044,1.007,0.017,0.006,0.007
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.LDL.P.txt.tab.sumstats.gz,0.389,0.1,3.877,0,0.097,0.042,1.006,0.015,0.006,0.006
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_SM.txt.tab.sumstats.gz,NA,NA,NA,NA,-0.003,0.041,1.016,0.008,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.C.txt.tab.sumstats.gz,0.347,0.088,3.962,7.44E-05,0.088,0.031,1.006,0.009,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.FC.txt.tab.sumstats.gz,0.373,0.074,5.018,5.22E-07,0.107,0.033,1.001,0.008,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.L.txt.tab.sumstats.gz,0.337,0.064,5.231,1.68E-07,0.139,0.037,0.993,0.008,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.PL.txt.tab.sumstats.gz,0.334,0.072,4.612,3.98E-06,0.113,0.035,1,0.008,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.P.txt.tab.sumstats.gz,0.333,0.061,5.472,4.44E-08,0.145,0.037,0.992,0.008,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_S.VLDL.TG.txt.tab.sumstats.gz,0.37,0.064,5.805,6.42E-09,0.118,0.034,0.995,0.007,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Tot.FA.txt.tab.sumstats.gz,0.354,0.123,2.879,0.004,0.077,0.044,1.006,0.008,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_TotPG.txt.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Tyr.txt.tab.sumstats.gz,0.213,0.087,2.454,0.014,0.074,0.027,0.999,0.007,0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Urea.txt.tab.sumstats.gz,0.231,0.19,1.211,0.226,0.02,0.021,0.996,0.006,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_Val.txt.tab.sumstats.gz,0.294,0.09,3.276,0.001,0.062,0.019,1.015,0.007,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_VLDL.D.txt.tab.sumstats.gz,0.174,0.071,2.446,0.014,0.135,0.034,0.989,0.008,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.CE.txt.tab.sumstats.gz,-0.196,0.133,-1.479,0.139,0.046,0.027,1.012,0.011,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.C.txt.tab.sumstats.gz,-0.225,0.143,-1.58,0.114,0.036,0.023,1.012,0.011,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.FC.txt.tab.sumstats.gz,-0.296,0.12,-2.466,0.014,0.05,0.025,1.013,0.013,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.L.txt.tab.sumstats.gz,-0.28,0.109,-2.56,0.01,0.067,0.028,1.013,0.014,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.PL.txt.tab.sumstats.gz,-0.324,0.085,-3.799,0,0.095,0.029,1.006,0.016,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.P.txt.tab.sumstats.gz,-0.339,0.106,-3.198,0.001,0.071,0.026,1,0.014,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XL.HDL.TG.txt.tab.sumstats.gz,0.068,0.08,0.855,0.393,0.088,0.025,1.013,0.027,0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XL.VLDL.L.txt.tab.sumstats.gz,0.191,0.062,3.068,0.002,0.138,0.03,0.978,0.007,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XL.VLDL.PL.txt.tab.sumstats.gz,0.224,0.068,3.274,0.001,0.107,0.028,0.985,0.007,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XL.VLDL.P.txt.tab.sumstats.gz,0.227,0.068,3.324,0.001,0.123,0.029,0.984,0.007,0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XL.VLDL.TG.txt.tab.sumstats.gz,0.216,0.065,3.318,0.001,0.119,0.029,0.981,0.007,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XS.VLDL.L.txt.tab.sumstats.gz,0.358,0.086,4.147,3.38E-05,0.107,0.036,1.01,0.012,0.009,0.006
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XS.VLDL.PL.txt.tab.sumstats.gz,0.371,0.099,3.733,0,0.089,0.037,1.013,0.015,0.009,0.006
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XS.VLDL.P.txt.tab.sumstats.gz,0.375,0.082,4.586,4.52E-06,0.115,0.036,1.006,0.012,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XS.VLDL.TG.txt.tab.sumstats.gz,0.379,0.068,5.55,2.85E-08,0.136,0.036,0.999,0.009,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XXL.VLDL.L.txt.tab.sumstats.gz,0.195,0.069,2.818,0.005,0.123,0.027,0.989,0.007,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XXL.VLDL.PL.txt.tab.sumstats.gz,0.191,0.072,2.662,0.008,0.096,0.026,0.985,0.007,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XXL.VLDL.P.txt.tab.sumstats.gz,0.205,0.073,2.791,0.005,0.117,0.026,0.988,0.006,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Summary_statistics_MAGNETIC_XXL.VLDL.TG.txt.tab.sumstats.gz,0.222,0.076,2.905,0.004,0.091,0.027,0.991,0.007,0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,SWB_10K.txt.tab.sumstats.gz,-0.296,0.305,-0.969,0.333,0.183,0.017,7.246,0.059,-0.075,0.101
cad.add.160614.website.txt.tab.sumstats.gz,SWB_excl_ALSPAC_TEDS_23andMe_ldscGC_sumstats.txt.tab.sumstats.gz,0.01,0.048,0.213,0.832,0.038,0.003,1.004,0.007,-0.012,0.005
